Sr.No.,Entity_Types,Input_Text,Output,Person
204,"PERSON, LOCATION",California National Guard troops assisted in the arrest of 18 Mexican nationals on the coastline of San Onofre State Park.,"(""entity""{tuple_delimiter}CALIFORNIA NATIONAL GUARD TROOPS{tuple_delimiter}PERSON{tuple_delimiter}Troops assisting in smuggling arrest)
{record_delimiter}
(""entity""{tuple_delimiter}SAN ONOFRE STATE PARK{tuple_delimiter}LOCATION{tuple_delimiter}Location of arrests)
{record_delimiter}
(""relationship""{tuple_delimiter}CALIFORNIA NATIONAL GUARD TROOPS{tuple_delimiter}SAN ONOFRE STATE PARK{tuple_delimiter}Arrest occurred at the state park coastline{tuple_delimiter}9)
{record_delimiter}
{completion_delimiter}",
205,"PERSON, LOCATION",Border Patrol agents arrested two Mexican nationals after they illegally entered the country on a personal watercraft.,"(""entity""{tuple_delimiter}BORDER PATROL AGENTS{tuple_delimiter}PERSON{tuple_delimiter}Made the arrest)
{record_delimiter}
(""entity""{tuple_delimiter}PERSONAL WATERCRAFT{tuple_delimiter}MEANS_OF_TRANSPORTATION{tuple_delimiter}Used by the Mexican nationals for illegal entry)
{record_delimiter}
(""relationship""{tuple_delimiter}BORDER PATROL AGENTS{tuple_delimiter}PERSONAL WATERCRAFT{tuple_delimiter}Agents arrested individuals after entry on a personal watercraft{tuple_delimiter}9)
{record_delimiter}
{completion_delimiter}",BORDER PATROL AGENTS
206,"PERSON, LOCATION",South Korean police will seek the deportation of a former captain of a hijacked ship jailed in Hong Kong on alien smuggling charges.,"(""entity""{tuple_delimiter}SOUTH KOREAN POLICE{tuple_delimiter}PERSON{tuple_delimiter}Authorities requesting deportation)
{record_delimiter}
(""entity""{tuple_delimiter}HONG KONG{tuple_delimiter}LOCATION{tuple_delimiter}Detention location of former captain)
{record_delimiter}
(""relationship""{tuple_delimiter}SOUTH KOREAN POLICE{tuple_delimiter}HONG KONG{tuple_delimiter}Police seek deportation of smuggling suspect jailed in Hong Kong{tuple_delimiter}9)
{record_delimiter}
{completion_delimiter}","SOUTH KOREAN POLICE,FORMER CAPTAIN"
207,"PERSON, LOCATION","Kim had been running a marine consulting and crew recruiting business, Marine International, in Dalian, northeast China, near Korea.","(""entity""{tuple_delimiter}KIM{tuple_delimiter}PERSON{tuple_delimiter}Operator of a marine consulting and recruiting firm)
{record_delimiter}
(""entity""{tuple_delimiter}DALIAN, NORTHEAST CHINA{tuple_delimiter}LOCATION{tuple_delimiter}Location of Marine International)
{record_delimiter}
(""relationship""{tuple_delimiter}KIM{tuple_delimiter}DALIAN, NORTHEAST CHINA{tuple_delimiter}Kim ran a maritime business in Dalian near Korea{tuple_delimiter}9)
{record_delimiter}
{completion_delimiter}",KIM
208,"PERSON, LOCATION",Attorney General Terry Goddard urged the federal government to intensify efforts to take down the Mexican drug cartels who control the smuggling of both humans and drugs.,"(""entity""{tuple_delimiter}ATTORNEY GENERAL TERRY GODDARD{tuple_delimiter}PERSON{tuple_delimiter}Federal official addressing smuggling concerns)
{record_delimiter}
(""entity""{tuple_delimiter}MEXICAN DRUG CARTELS{tuple_delimiter}PERSON{tuple_delimiter}Entities controlling smuggling operations)
{record_delimiter}
(""relationship""{tuple_delimiter}ATTORNEY GENERAL TERRY GODDARD{tuple_delimiter}MEXICAN DRUG CARTELS{tuple_delimiter}Attorney General urged federal action against cartels{tuple_delimiter}9)
{record_delimiter}
{completion_delimiter}","ATTORNEY GENERAL TERRY GODDARD,MEXICAN DRUG CARTELS"
209,"PERSON, LOCATION",McBride pled guilty to three counts of second degree murder and three counts of alien smuggling with death resulting.,"(""entity""{tuple_delimiter}MCBRIDE{tuple_delimiter}PERSON{tuple_delimiter}Individual convicted of alien smuggling and murder)
{record_delimiter}
(""relationship""{tuple_delimiter}MCBRIDE{tuple_delimiter}ALIEN SMUGGLING{tuple_delimiter}McBride pled guilty to smuggling with death resulting{tuple_delimiter}9)
{record_delimiter}
{completion_delimiter}",MCBRIDE
210,"PERSON, LOCATION",Six members of a Cuban smuggling ring were arrested and indicted in South Florida.,"(""entity""{tuple_delimiter}CUBAN SMUGGLING RING MEMBERS{tuple_delimiter}PERSON{tuple_delimiter}Individuals arrested for smuggling in Florida)
{record_delimiter}
(""entity""{tuple_delimiter}SOUTH FLORIDA{tuple_delimiter}LOCATION{tuple_delimiter}Location of indictment)
{record_delimiter}
(""relationship""{tuple_delimiter}CUBAN SMUGGLING RING MEMBERS{tuple_delimiter}SOUTH FLORIDA{tuple_delimiter}The members were arrested and indicted in South Florida{tuple_delimiter}9)
{record_delimiter}
{completion_delimiter}",CUBAN SMUGGLING RING MEMBERS
211,"PERSON, LOCATION",Twenty-one individuals were charged with alien smuggling involving 151 foreign nationals in Florida.,"(""entity""{tuple_delimiter}TWENTY-ONE INDIVIDUALS{tuple_delimiter}PERSON{tuple_delimiter}Charged for smuggling 151 foreign nationals)
{record_delimiter}
(""entity""{tuple_delimiter}FLORIDA{tuple_delimiter}LOCATION{tuple_delimiter}Location of alien smuggling operation)
{record_delimiter}
(""relationship""{tuple_delimiter}TWENTY-ONE INDIVIDUALS{tuple_delimiter}FLORIDA{tuple_delimiter}Charged with smuggling foreign nationals in Florida{tuple_delimiter}9)
{record_delimiter}
{completion_delimiter}",TWENTY-ONE INDIVIDUALS
212,"PERSON, LOCATION","The Coast Guard interdicted a speedboat carrying 1,000 kilograms of cocaine off the coast of Ecuador.","(""entity""{tuple_delimiter}COAST GUARD{tuple_delimiter}PERSON{tuple_delimiter}Interdicted a drug smuggling vessel)
{record_delimiter}
(""entity""{tuple_delimiter}SPEEDBOAT{tuple_delimiter}MEANS_OF_TRANSPORTATION{tuple_delimiter}Boat carrying cocaine)
{record_delimiter}
(""entity""{tuple_delimiter}ECUADOR{tuple_delimiter}LOCATION{tuple_delimiter}Location off the coast of interception)
{record_delimiter}
(""relationship""{tuple_delimiter}COAST GUARD{tuple_delimiter}SPEEDBOAT{tuple_delimiter}Intercepted vessel carrying cocaine off Ecuador coast{tuple_delimiter}9)
{record_delimiter}
{completion_delimiter}",COAST GUARD
213,"PERSON, LOCATION",ICE and U.S. Border Patrol launched Operation Lost at Sea to investigate migrant smuggling in Florida.,"(""entity""{tuple_delimiter}ICE{tuple_delimiter}PERSON{tuple_delimiter}Agency investigating smuggling)
{record_delimiter}
(""entity""{tuple_delimiter}U.S. BORDER PATROL{tuple_delimiter}PERSON{tuple_delimiter}Partner agency in the operation)
{record_delimiter}
(""entity""{tuple_delimiter}FLORIDA{tuple_delimiter}LOCATION{tuple_delimiter}State where the operation is focused)
{record_delimiter}
(""relationship""{tuple_delimiter}ICE{tuple_delimiter}FLORIDA{tuple_delimiter}ICE launched operation investigating smuggling in Florida{tuple_delimiter}9)
{record_delimiter}
{completion_delimiter}","ICE,U.S. BORDER PATROL"
214,"PERSON, LOCATION","On December 19, 2019, at around 3:45 p.m., JHOC contacted AMO about a suspicious vessel off the coast of San Diego, Calif.","(""entity""{tuple_delimiter}JHOC{tuple_delimiter}PERSON{tuple_delimiter}Contacted AMO about the vessel)
{record_delimiter}
(""entity""{tuple_delimiter}SAN DIEGO, CALIFORNIA{tuple_delimiter}LOCATION{tuple_delimiter}Location of suspicious activity)
{record_delimiter}
(""relationship""{tuple_delimiter}JHOC{tuple_delimiter}SAN DIEGO, CALIFORNIA{tuple_delimiter}JHOC reported suspicious vessel activity to AMO{tuple_delimiter}9)
{record_delimiter}
{completion_delimiter}",JHOC
215,"PERSON, LOCATION",AMO quickly reached the area and intercepted a 24-foot Bayliner pleasure craft.,"(""entity""{tuple_delimiter}AMO{tuple_delimiter}PERSON{tuple_delimiter}Agency that intercepted the boat)
{record_delimiter}
(""entity""{tuple_delimiter}24-FOOT BAYLINER PLEASURE CRAFT{tuple_delimiter}MEANS_OF_TRANSPORTATION{tuple_delimiter}Boat intercepted at sea)
{record_delimiter}
(""relationship""{tuple_delimiter}AMO{tuple_delimiter}24-FOOT BAYLINER PLEASURE CRAFT{tuple_delimiter}AMO intercepted the vessel at sea{tuple_delimiter}9)
{record_delimiter}
{completion_delimiter}",
216,"PERSON, LOCATION",The 30-foot Panga used to smuggle 24 Mexican nationals was stopped by CBP Marine Interdiction agents about five miles west of the coastline at Point Loma.,"(""entity""{tuple_delimiter}CBP MARINE INTERDICTION AGENTS{tuple_delimiter}PERSON{tuple_delimiter}Agents who stopped the panga)
{record_delimiter}
(""entity""{tuple_delimiter}30-FOOT PANGA{tuple_delimiter}MEANS_OF_TRANSPORTATION{tuple_delimiter}Used to smuggle 24 nationals)
{record_delimiter}
(""entity""{tuple_delimiter}POINT LOMA{tuple_delimiter}LOCATION{tuple_delimiter}Coastline location near interception)
{record_delimiter}
(""relationship""{tuple_delimiter}CBP MARINE INTERDICTION AGENTS{tuple_delimiter}POINT LOMA{tuple_delimiter}Agents stopped the panga near Point Loma{tuple_delimiter}9)
{record_delimiter}
{completion_delimiter}",
217,"PERSON, LOCATION",A CBP aircraft soon located the 30-foot Panga as it was traveling southbound.,"(""entity""{tuple_delimiter}CBP AIRCRAFT{tuple_delimiter}PERSON{tuple_delimiter}Air surveillance spotting the vessel)
{record_delimiter}
(""entity""{tuple_delimiter}30-FOOT PANGA{tuple_delimiter}MEANS_OF_TRANSPORTATION{tuple_delimiter}Southbound vessel located)
{record_delimiter}
(""relationship""{tuple_delimiter}CBP AIRCRAFT{tuple_delimiter}30-FOOT PANGA{tuple_delimiter}Aircraft located the southbound panga{tuple_delimiter}9)
{record_delimiter}
{completion_delimiter}",
218,"PERSON, LOCATION","A USCG vessel intercepted the panga, which was 27-feet in length, and confirmed the presence of 17 migrants on board.","(""entity""{tuple_delimiter}USCG VESSEL{tuple_delimiter}MEANS_OF_TRANSPORTATION{tuple_delimiter}Intercepted vessel)
{record_delimiter}
(""entity""{tuple_delimiter}PANGA{tuple_delimiter}MEANS_OF_TRANSPORTATION{tuple_delimiter}Smuggling vessel with 17 migrants)
{record_delimiter}
(""relationship""{tuple_delimiter}USCG VESSEL{tuple_delimiter}PANGA{tuple_delimiter}USCG vessel intercepted the panga with migrants{tuple_delimiter}9)
{record_delimiter}
{completion_delimiter}",
219,"PERSON, LOCATION",U.S. Border Patrol agents took custody of 17 Mexican nationals last Friday west of Santa Catalina Island.,"(""entity""{tuple_delimiter}BORDER PATROL AGENTS{tuple_delimiter}PERSON{tuple_delimiter}Took custody of migrants)
{record_delimiter}
(""entity""{tuple_delimiter}SANTA CATALINA ISLAND{tuple_delimiter}LOCATION{tuple_delimiter}Location of migrant transfer)
{record_delimiter}
(""relationship""{tuple_delimiter}BORDER PATROL AGENTS{tuple_delimiter}SANTA CATALINA ISLAND{tuple_delimiter}Migrants taken into custody near Santa Catalina Island{tuple_delimiter}9)
{record_delimiter}
{completion_delimiter}",BORDER PATROL AGENTS
220,"PERSON, LOCATION","At about 5:20 a.m., Sheriff's Deputies and U.S. Border Patrol agents responded to an area near Swami's Beach.","(""entity""{tuple_delimiter}SHERIFF'S DEPUTIES AND BORDER PATROL AGENTS{tuple_delimiter}PERSON{tuple_delimiter}Responders to the event)
{record_delimiter}
(""entity""{tuple_delimiter}SWAMI'S BEACH{tuple_delimiter}LOCATION{tuple_delimiter}Coastal site of response)
{record_delimiter}
(""relationship""{tuple_delimiter}SHERIFF'S DEPUTIES AND BORDER PATROL AGENTS{tuple_delimiter}SWAMI'S BEACH{tuple_delimiter}Responded to incident near Swami's Beach{tuple_delimiter}9)
{record_delimiter}
{completion_delimiter}",SHERIFF'S DEPUTIES AND BORDER PATROL AGENTS
221,"PERSON, LOCATION",Border Patrol agents questioned the nine passengers and determined they were Mexican nationals illegally present in the U.S.,"(""entity""{tuple_delimiter}BORDER PATROL AGENTS{tuple_delimiter}PERSON{tuple_delimiter}Agents who questioned passengers)
{record_delimiter}
(""entity""{tuple_delimiter}MEXICAN NATIONALS{tuple_delimiter}PERSON{tuple_delimiter}Individuals found illegally present in the U.S.)
{record_delimiter}
(""relationship""{tuple_delimiter}BORDER PATROL AGENTS{tuple_delimiter}MEXICAN NATIONALS{tuple_delimiter}Agents determined the passengers were illegally present{tuple_delimiter}9)
{record_delimiter}
{completion_delimiter}","BORDER PATROL AGENTS,MEXICAN NATIONALS"
222,"PERSON, LOCATION","Zhivargo McBride pled guilty to all fifteen counts in the Indictment: three counts of second degree murder, three counts of alien smuggling with death resulting...","(""entity""{tuple_delimiter}ZHIVARGO MCBRIDE{tuple_delimiter}PERSON{tuple_delimiter}Individual who pled guilty to smuggling and murder)
{record_delimiter}
(""relationship""{tuple_delimiter}ZHIVARGO MCBRIDE{tuple_delimiter}ALIEN SMUGGLING{tuple_delimiter}Pled guilty to alien smuggling with death resulting{tuple_delimiter}9)
{record_delimiter}
{completion_delimiter}",ZHIVARGO MCBRIDE
223,"PERSON, LOCATION","Twenty-one individuals have been indicted on alien smuggling charges... including Orlando Magrinat, Carlos Regalado Amechazurra...","(""entity""{tuple_delimiter}ORLANDO MAGRINAT{tuple_delimiter}PERSON{tuple_delimiter}Individual indicted in smuggling case)
{record_delimiter}
(""entity""{tuple_delimiter}CARLOS REGALADO AMECHAZURRA{tuple_delimiter}PERSON{tuple_delimiter}Another indicted individual)
{record_delimiter}
(""relationship""{tuple_delimiter}ORLANDO MAGRINAT{tuple_delimiter}ALIEN SMUGGLING CHARGES{tuple_delimiter}Indicted for alien smuggling{tuple_delimiter}9)
{record_delimiter}
(""relationship""{tuple_delimiter}CARLOS REGALADO AMECHAZURRA{tuple_delimiter}ALIEN SMUGGLING CHARGES{tuple_delimiter}Indicted for alien smuggling{tuple_delimiter}9)
{record_delimiter}
{completion_delimiter}","ORLANDO MAGRINAT,CARLOS REGALADO AMECHAZURRA"
224,"PERSON, LOCATION",This event is part of an ongoing investigation by a Los Angeles-based task force... headed by ICE's Homeland Security Investigations.,"(""entity""{tuple_delimiter}ICE HSI{tuple_delimiter}ORGANIZATION{tuple_delimiter}Head of Los Angeles-based investigation)
{record_delimiter}
(""entity""{tuple_delimiter}LOS ANGELES{tuple_delimiter}LOCATION{tuple_delimiter}City of task force headquarters)
{record_delimiter}
(""relationship""{tuple_delimiter}ICE HSI{tuple_delimiter}LOS ANGELES{tuple_delimiter}Ongoing investigation based in Los Angeles led by ICE HSI{tuple_delimiter}9)
{record_delimiter}
{completion_delimiter}",
225,"PERSON, LOCATION",The two men who were found aboard the boat are facing charges for alien smuggling.,"(""entity""{tuple_delimiter}TWO MEN{tuple_delimiter}PERSON{tuple_delimiter}Individuals charged for smuggling)
{record_delimiter}
(""entity""{tuple_delimiter}BOAT{tuple_delimiter}MEANS_OF_TRANSPORTATION{tuple_delimiter}Used to smuggle individuals)
{record_delimiter}
(""relationship""{tuple_delimiter}TWO MEN{tuple_delimiter}BOAT{tuple_delimiter}Two men found aboard the boat were charged with smuggling{tuple_delimiter}9)
{record_delimiter}
{completion_delimiter}",TWO MEN
226,"PERSON, LOCATION",Three migrants drowned while attempting to reach shore and a fourth was seriously injured when he was struck by the boat's propeller.,"(""entity""{tuple_delimiter}THREE MIGRANTS{tuple_delimiter}PERSON{tuple_delimiter}Drowned trying to reach shore)
{record_delimiter}
(""entity""{tuple_delimiter}BOAT{tuple_delimiter}MEANS_OF_TRANSPORTATION{tuple_delimiter}Boat with propeller striking a fourth migrant)
{record_delimiter}
(""relationship""{tuple_delimiter}THREE MIGRANTS{tuple_delimiter}SHORE{tuple_delimiter}Drowned attempting to reach shore{tuple_delimiter}9)
{record_delimiter}
{completion_delimiter}",THREE MIGRANTS
227,"PERSON, LOCATION","U.S. Customs and Border Protection (CBP) Air and Marine Operations (AMO) agents intercepted Sunday a vessel with four aliens, navigating without lights crossing the border between Tortola and St. John.","(""entity""{tuple_delimiter}CBP AMO AGENTS{tuple_delimiter}PERSON{tuple_delimiter}Agents who intercepted vessel)
{record_delimiter}
(""entity""{tuple_delimiter}VESSEL{tuple_delimiter}MEANS_OF_TRANSPORTATION{tuple_delimiter}Used by four aliens)
{record_delimiter}
(""entity""{tuple_delimiter}TORTOLA AND ST. JOHN{tuple_delimiter}LOCATION{tuple_delimiter}Marine border crossing area)
{record_delimiter}
(""relationship""{tuple_delimiter}CBP AMO AGENTS{tuple_delimiter}VESSEL{tuple_delimiter}Intercepted dark vessel with four aliens crossing marine border{tuple_delimiter}9)
{record_delimiter}
{completion_delimiter}",AGENTS
228,"PERSON, LOCATION",HSI St. Thomas arrested the captain of the vessel for alien smuggling and the four aliens for illegal entry into the United States.,"(""entity""{tuple_delimiter}HSI ST. THOMAS{tuple_delimiter}PERSON{tuple_delimiter}Agency making arrests)
{record_delimiter}
(""entity""{tuple_delimiter}CAPTAIN{tuple_delimiter}PERSON{tuple_delimiter}Arrested for smuggling)
{record_delimiter}
(""relationship""{tuple_delimiter}HSI ST. THOMAS{tuple_delimiter}CAPTAIN{tuple_delimiter}Arrested for alien smuggling and illegal entry case{tuple_delimiter}9)
{record_delimiter}
{completion_delimiter}",CAPTAIN
