Row_ID,TP_entities,FP_entities,FN_entities,TP_rel,FP_rel,FN_rel,TP_entity_pairs,FP_entity_pairs,FN_entity_pairs,TP_relation_pairs,FP_relation_pairs,FN_relation_pairs
266,4,0,1,3,0,5,"('checkpoint', 'location'); ('fm 2050', 'routes'); ('highway 59', 'routes'); ('houston', 'location')",,"('pickup', 'means_of_transportation')","('checkpoint', 'fm 2050'); ('checkpoint', 'highway 59'); ('fm 2050', 'houston')",,"('checkpoint', 'pickup'); ('fm 2050', 'highway 59'); ('fm 2050', 'pickup'); ('highway 59', 'pickup'); ('houston', 'pickup')"
267,1,0,2,1,0,2,"('pickup', 'means_of_transportation')",,"('border', 'location'); ('houston', 'location')","('houston', 'pickup')",,"('border', 'houston'); ('border', 'pickup')"
268,1,1,2,0,1,3,"('laredo, texas', 'location')","('group of approximately twenty individuals', 'person')","('individuals', 'person'); ('united states', 'location')",,"('group of approximately twenty individuals', 'laredo, texas')","('individuals', 'laredo, texas'); ('individuals', 'united states'); ('laredo, texas', 'united states')"
269,2,0,1,1,0,2,"('individuals', 'person'); ('rio grande river', 'location')",,"('united states', 'location')","('individuals', 'rio grande river')",,"('individuals', 'united states'); ('rio grande river', 'united states')"
270,1,2,2,0,2,3,"('border patrol van', 'means_of_transportation')","('detainee', 'person'); ('group of sixteen', 'person')","('border patrol', 'organization'); ('detainees', 'person')",,"('border patrol van', 'detainee'); ('border patrol van', 'group of sixteen')","('border patrol', 'border patrol van'); ('border patrol', 'detainees'); ('border patrol van', 'detainees')"
271,1,0,1,0,1,1,"('defendant', 'person')",,"('sixteen individuals', 'person')",,"('brush guide', 'defendant')","('defendant', 'sixteen individuals')"
272,3,0,0,2,0,1,"('aliens', 'person'); ('defendant', 'person'); ('nuevo laredo', 'location')",,,"('aliens', 'defendant'); ('defendant', 'nuevo laredo')",,"('aliens', 'nuevo laredo')"
273,3,1,0,2,1,1,"('defendant', 'person'); ('relative', 'person'); ('united states', 'location')","('brush guide', 'person')",,"('defendant', 'relative'); ('defendant', 'united states')","('brush guide', 'defendant')","('relative', 'united states')"
274,2,2,2,2,2,4,"('defendant', 'person'); ('house', 'location')","('firearms', 'smuggled_items'); ('undocumentated aliens', 'person')","('firearms', 'weapon'); ('undocumented aliens', 'person')","('defendant', 'firearms'); ('firearms', 'house')","('defendant', 'undocumentated aliens'); ('house', 'undocumentated aliens')","('defendant', 'house'); ('defendant', 'undocumented aliens'); ('firearms', 'undocumented aliens'); ('house', 'undocumented aliens')"
275,0,0,2,0,0,1,,,"('ALIENS', 'PERSON'); ('BEDROOMS', 'LOCATION')",,,"('ALIENS', 'BEDROOMS')"
276,2,0,2,1,0,5,"('black 18-wheeler tractor truck', 'means_of_transportation'); ('black chevrolet tahoe', 'means_of_transportation')",,"('checkpoint', 'location'); ('white trailer', 'means_of_transportation')","('black 18-wheeler tractor truck', 'black chevrolet tahoe')",,"('black 18-wheeler tractor truck', 'checkpoint'); ('black 18-wheeler tractor truck', 'white trailer'); ('black chevrolet tahoe', 'checkpoint'); ('black chevrolet tahoe', 'white trailer'); ('checkpoint', 'white trailer')"
277,4,0,0,6,0,0,"('florida', 'location'); ('tahoe', 'means_of_transportation'); ('tractor', 'means_of_transportation'); ('trailer', 'means_of_transportation')",,,"('florida', 'tahoe'); ('florida', 'tractor'); ('florida', 'trailer'); ('tahoe', 'tractor'); ('tahoe', 'trailer'); ('tractor', 'trailer')",,
278,1,0,1,0,0,1,"('iron horse logistics, inc.', 'organization')",,"('tractor', 'means_of_transportation')",,,"('iron horse logistics, inc.', 'tractor')"
279,1,1,1,0,1,1,"('tahoe', 'means_of_transportation')","('jimenez-elvireez', 'person')","('jimenez-elvirez', 'person')",,"('jimenez-elvireez', 'tahoe')","('jimenez-elvirez', 'tahoe')"
280,3,1,2,4,0,3,"('florida', 'location'); ('laredo, texas', 'location'); ('vehicle', 'means_of_transportation')","('illegal aliens', 'smuggled_items')","('checkpoint', 'location'); ('illegal aliens', 'person')","('florida', 'vehicle'); ('illegal aliens', 'laredo, texas'); ('illegal aliens', 'vehicle'); ('laredo, texas', 'vehicle')",,"('checkpoint', 'illegal aliens'); ('checkpoint', 'laredo, texas'); ('checkpoint', 'vehicle')"
281,3,1,1,3,2,3,"('gallo', 'person'); ('iron horse logistics', 'organization'); ('trailer', 'means_of_transportation')","('florida plate', 'location')","('florida', 'location')","('gallo', 'iron horse logistics'); ('gallo', 'trailer'); ('iron horse logistics', 'trailer')","('florida plate', 'gallo'); ('florida plate', 'iron horse logistics')","('florida', 'gallo'); ('florida', 'iron horse logistics'); ('florida', 'trailer')"
282,2,0,0,1,0,0,"('tahoe', 'means_of_transportation'); ('tractor-trailer', 'means_of_transportation')",,,"('tahoe', 'tractor-trailer')",,
283,1,1,1,1,0,0,"('tractor-trailer', 'means_of_transportation')","('tahoe', 'location')","('tahoe', 'means_of_transportation')","('tahoe', 'tractor-trailer')",,
284,0,4,5,0,12,5,,"('driver', 'person'); ('lead vehicle', 'means_of_transportation'); ('load vehicle', 'means_of_transportation'); ('scout vehicle', 'means_of_transportation')","('aliens', 'person'); ('contraband', 'smuggled_items'); ('law enforcement', 'organization'); ('lead or load vehicle', 'means_of_transportation'); ('rear or scout vehicle', 'means_of_transportation')",,"('aliens', 'contraband'); ('aliens', 'driver'); ('aliens', 'load vehicle'); ('aliens', 'scout vehicle'); ('contraband', 'driver'); ('contraband', 'load vehicle'); ('contraband', 'scout vehicle'); ('driver', 'lead vehicle'); ('driver', 'load vehicle'); ('driver', 'scout vehicle'); ('lead vehicle', 'load vehicle'); ('load vehicle', 'scout vehicle')","('aliens', 'lead or load vehicle'); ('contraband', 'lead or load vehicle'); ('law enforcement', 'lead or load vehicle'); ('law enforcement', 'rear or scout vehicle'); ('lead or load vehicle', 'rear or scout vehicle')"
285,1,0,1,0,0,1,"('undocumented aliens', 'person')",,"('trailer', 'means_of_transportation')",,,"('trailer', 'undocumented aliens')"
286,6,1,3,5,0,15,"('alejandra balderas-lopez', 'person'); ('ana garduza-lazaro', 'person'); ('basilia maldonado-aguilar', 'person'); ('raquel perez-lopez', 'person'); ('sergio maya', 'person'); ('united states', 'location')","('trailer', 'location')","('guatemala', 'location'); ('mexico', 'location'); ('trailer', 'means_of_transportation')","('alejandra balderas-lopez', 'united states'); ('ana garduza-lazaro', 'united states'); ('basilia maldonado-aguilar', 'united states'); ('raquel perez-lopez', 'united states'); ('sergio maya', 'united states')",,"('alejandra balderas-lopez', 'guatemala'); ('alejandra balderas-lopez', 'mexico'); ('alejandra balderas-lopez', 'trailer'); ('ana garduza-lazaro', 'guatemala'); ('ana garduza-lazaro', 'mexico'); ('ana garduza-lazaro', 'trailer'); ('basilia maldonado-aguilar', 'guatemala'); ('basilia maldonado-aguilar', 'mexico'); ('basilia maldonado-aguilar', 'trailer'); ('guatemala', 'raquel perez-lopez'); ('guatemala', 'sergio maya'); ('mexico', 'raquel perez-lopez'); ('mexico', 'sergio maya'); ('raquel perez-lopez', 'trailer'); ('sergio maya', 'trailer')"
287,5,0,0,8,0,2,"('garduza-lazaro', 'person'); ('maldonado-aguilar', 'person'); ('maya', 'person'); ('mexico', 'location'); ('united states', 'location')",,,"('garduza-lazaro', 'maya'); ('garduza-lazaro', 'mexico'); ('garduza-lazaro', 'united states'); ('maldonado-aguilar', 'maya'); ('maldonado-aguilar', 'mexico'); ('maldonado-aguilar', 'united states'); ('maya', 'mexico'); ('maya', 'united states')",,"('garduza-lazaro', 'maldonado-aguilar'); ('mexico', 'united states')"
288,2,0,1,1,0,2,"('driver', 'person'); ('tractor truck', 'means_of_transportation')",,"('trailer', 'means_of_transportation')","('driver', 'tractor truck')",,"('driver', 'trailer'); ('tractor truck', 'trailer')"
289,1,2,2,1,1,2,"('laredo, texas', 'location')","('aliens', 'smuggled_items'); ('jimenez-elvireviz', 'person')","('aliens', 'person'); ('jimenez-elvirez', 'person')","('aliens', 'laredo, texas')","('aliens', 'jimenez-elvireviz')","('aliens', 'jimenez-elvirez'); ('jimenez-elvirez', 'laredo, texas')"
290,6,0,0,6,1,3,"('aliens', 'person'); ('black tractor-trailer', 'means_of_transportation'); ('freer checkpoint', 'location'); ('gallo', 'person'); ('iron horse logistics', 'organization'); ('jimenez elvirez', 'person')",,,"('aliens', 'black tractor-trailer'); ('aliens', 'jimenez elvirez'); ('black tractor-trailer', 'freer checkpoint'); ('black tractor-trailer', 'gallo'); ('black tractor-trailer', 'jimenez elvirez'); ('gallo', 'iron horse logistics')","('iron horse logistics', 'jimenez elvirez')","('black tractor-trailer', 'iron horse logistics'); ('freer checkpoint', 'gallo'); ('gallo', 'jimenez elvirez')"
291,4,2,3,6,6,9,"('co-defendants', 'person'); ('movant', 'person'); ('stash house', 'location'); ('undocumented aliens', 'person')","('alias smuggling organization', 'organization'); ('gun', 'smuggled_items')","('alien smuggling organization', 'organization'); ('families', 'person'); ('guns', 'weapon')","('co-defendants', 'movant'); ('co-defendants', 'stash house'); ('co-defendants', 'undocumented aliens'); ('movant', 'stash house'); ('movant', 'undocumented aliens'); ('stash house', 'undocumented aliens')","('alias smuggling organization', 'co-defendants'); ('alias smuggling organization', 'movant'); ('alias smuggling organization', 'stash house'); ('co-defendants', 'gun'); ('gun', 'movant'); ('gun', 'undocumented aliens')","('alien smuggling organization', 'co-defendants'); ('alien smuggling organization', 'movant'); ('alien smuggling organization', 'undocumented aliens'); ('co-defendants', 'families'); ('co-defendants', 'guns'); ('families', 'movant'); ('families', 'undocumented aliens'); ('guns', 'movant'); ('guns', 'undocumented aliens')"
292,4,0,0,6,0,0,"('defendant', 'person'); ('falfurrias, texas', 'location'); ('undocumented aliens', 'person'); ('white chevrolet pickup', 'means_of_transportation')",,,"('defendant', 'falfurrias, texas'); ('defendant', 'undocumented aliens'); ('defendant', 'white chevrolet pickup'); ('falfurrias, texas', 'undocumented aliens'); ('falfurrias, texas', 'white chevrolet pickup'); ('undocumented aliens', 'white chevrolet pickup')",,
293,0,1,2,0,2,1,,"('alien', 'person')","('aliens', 'person'); ('law enforcement', 'organization')",,"('accident', 'alien'); ('alien', 'law enforcement')","('aliens', 'law enforcement')"
294,0,0,1,0,0,0,,,"('ALIENS', 'SMUGGLED_ITEMS')",,,
295,2,3,0,0,0,1,"('three juveniles', 'person'); ('twelve material witnesses', 'person')","('arrested', 'person'); ('dettained', 'person'); ('witnesses', 'person')",,,,"('three juveniles', 'twelve material witnesses')"
296,2,1,1,1,2,0,"('el salvador', 'location'); ('mr. mejia-morales', 'person')","('guatemalan', 'person')","('guatemala', 'location')","('guatemalan', 'mr. mejia-morales')","('el salvador', 'guatemalan'); ('el salvador', 'mr. mejia-morales')",
297,2,0,0,1,0,0,"('defendant', 'person'); ('undocumented aliens', 'person')",,,"('defendant', 'undocumented aliens')",,
298,2,1,2,1,2,5,"('motor vehicle', 'means_of_transportation'); ('undocumented alien', 'person')","('transportation', 'smuggled_items')","('defendant', 'person'); ('united states', 'location')","('motor vehicle', 'undocumented alien')","('motor vehicle', 'transportation'); ('transportation', 'undocumented alien')","('defendant', 'motor vehicle'); ('defendant', 'undocumented alien'); ('defendant', 'united states'); ('motor vehicle', 'united states'); ('undocumented alien', 'united states')"
299,3,1,1,3,0,3,"('mexico', 'location'); ('rojas-mendoza', 'person'); ('unknown person', 'person')","('illegal aliens', 'smuggled_items')","('illegal aliens', 'person')","('illegal aliens', 'mexico'); ('illegal aliens', 'rojas-mendoza'); ('rojas-mendoza', 'unknown person')",,"('illegal aliens', 'unknown person'); ('mexico', 'rojas-mendoza'); ('mexico', 'unknown person')"
300,4,1,3,6,1,8,"('aliens', 'person'); ('rojas-mendoza', 'person'); ('tahoe', 'means_of_transportation'); ('unknown person', 'person')","('dirt road', 'routes')","('dirt road', 'location'); ('guides', 'person'); ('motel', 'location')","('aliens', 'dirt road'); ('aliens', 'rojas-mendoza'); ('aliens', 'tahoe'); ('aliens', 'unknown person'); ('rojas-mendoza', 'tahoe'); ('tahoe', 'unknown person')","('dirt road', 'tahoe')","('aliens', 'guides'); ('dirt road', 'guides'); ('dirt road', 'motel'); ('dirt road', 'rojas-mendoza'); ('dirt road', 'unknown person'); ('motel', 'rojas-mendoza'); ('motel', 'unknown person'); ('rojas-mendoza', 'unknown person')"
301,7,5,1,7,12,11,"('aliens', 'person'); ('co-conspirator', 'person'); ('guides', 'person'); ('hotel', 'location'); ('houston', 'location'); ('rojas-mendoza', 'person'); ('south texas', 'location')","('cargo area', 'location'); ('compensation', 'smuggled_items'); ('driver', 'person'); ('front passenger seat', 'location'); ('vehicle', 'means_of_transportation')","('u.s.', 'location')","('aliens', 'co-conspirator'); ('aliens', 'guides'); ('aliens', 'rojas-mendoza'); ('co-conspirator', 'guides'); ('co-conspirator', 'rojas-mendoza'); ('guides', 'rojas-mendoza'); ('houston', 'rojas-mendoza')","('aliens', 'driver'); ('aliens', 'vehicle'); ('co-conspirator', 'compensation'); ('co-conspirator', 'driver'); ('co-conspirator', 'vehicle'); ('compensation', 'rojas-mendoza'); ('compensation', 'vehicle'); ('driver', 'guides'); ('driver', 'rojas-mendoza'); ('driver', 'vehicle'); ('guides', 'vehicle'); ('rojas-mendoza', 'vehicle')","('aliens', 'south texas'); ('aliens', 'u.s.'); ('co-conspirator', 'hotel'); ('co-conspirator', 'houston'); ('co-conspirator', 'south texas'); ('co-conspirator', 'u.s.'); ('guides', 'south texas'); ('hotel', 'rojas-mendoza'); ('houston', 'south texas'); ('rojas-mendoza', 'south texas'); ('rojas-mendoza', 'u.s.')"
302,3,1,2,2,1,8,"('allende-garcia', 'person'); ('laredo, texas', 'location'); ('tractor-trailer', 'means_of_transportation')","('border patrol', 'person')","('border patrol checkpoint', 'location'); ('inspection lane', 'location')","('allende-garcia', 'laredo, texas'); ('allende-garcia', 'tractor-trailer')","('allende-garcia', 'border patrol')","('allende-garcia', 'border patrol checkpoint'); ('allende-garcia', 'inspection lane'); ('border patrol checkpoint', 'inspection lane'); ('border patrol checkpoint', 'laredo, texas'); ('border patrol checkpoint', 'tractor-trailer'); ('inspection lane', 'laredo, texas'); ('inspection lane', 'tractor-trailer'); ('laredo, texas', 'tractor-trailer')"
303,2,1,1,1,1,2,"('border patrol agents', 'person'); ('windjammer', 'location')","('men', 'person')","('three men', 'person')","('border patrol agents', 'windjammer')","('border patrol agents', 'men')","('border patrol agents', 'three men'); ('three men', 'windjammer')"
304,1,1,2,0,1,3,"('united states', 'location')","('mexicans', 'person')","('men', 'person'); ('mexico', 'location')",,"('mexicans', 'united states')","('men', 'mexico'); ('men', 'united states'); ('mexico', 'united states')"
305,2,3,2,0,6,6,"('agent', 'person'); ('truck', 'means_of_transportation')","('aliens', 'person'); ('men', 'person'); ('women', 'person')","('cab', 'location'); ('four aliens', 'person')",,"('agent', 'aliens'); ('agent', 'men'); ('agent', 'women'); ('aliens', 'truck'); ('men', 'truck'); ('truck', 'women')","('agent', 'cab'); ('agent', 'four aliens'); ('agent', 'truck'); ('cab', 'four aliens'); ('cab', 'truck'); ('four aliens', 'truck')"
306,2,1,0,1,2,0,"('carlos mario hernandez-lopez', 'person'); ('maria guadalupe martinez-garcia', 'person')","('aliens', 'person')",,"('carlos mario hernandez-lopez', 'maria guadalupe martinez-garcia')","('aliens', 'carlos mario hernandez-lopez'); ('aliens', 'maria guadalupe martinez-garcia')",
