Sr.No.,Input_Text,TP_ent,FP_ent,FN_ent,TP_rel,FP_rel,FN_rel,TP_ent_pairs,FP_ent_pairs,FN_ent_pairs,TP_rel_pairs,FP_rel_pairs,FN_rel_pairs
264,Ms. Rivera-Quintero did not have any legal status to be in the United States,1,1,1,0,1,1,"('united states', 'location')","('rivera-quintero', 'person')","('ms. rivera-quintero', 'person')",,"('rivera-quintero', 'united states')","('ms. rivera-quintero', 'united states')"
265,Freeman's deviation from the most direct route from Laredo to Houston by turning right on FM 2050 which heads due south away from Houston and adds almost an hour to the trip,4,0,0,6,0,0,"('fm 2050', 'routes'); ('freeman', 'person'); ('houston', 'location'); ('laredo', 'location')",,,"('fm 2050', 'houston'); ('fm 2050', 'laredo'); ('freeman', 'fm 2050'); ('freeman', 'houston'); ('freeman', 'laredo'); ('laredo', 'houston')",,
266,"The pickup then turned right off Highway 59, thereby avoiding the checkpoint, and onto FM 2050, where in a reversal of direction, it began heading due south away from Houston",4,0,1,3,1,5,"('fm 2050', 'routes'); ('highway 59', 'routes'); ('houston', 'location'); ('pickup', 'means_of_transportation')",,"('checkpoint', 'location')","('fm 2050', 'houston'); ('pickup', 'fm 2050'); ('pickup', 'highway 59')","('highway 59', 'houston')","('fm 2050', 'checkpoint'); ('highway 59', 'checkpoint'); ('highway 59', 'fm 2050'); ('pickup', 'checkpoint'); ('pickup', 'houston')"
267,"The pickup was first spotted within fifty miles of the border, traveling northwest toward Houston",3,0,0,2,0,1,"('border', 'location'); ('houston', 'location'); ('pickup', 'means_of_transportation')",,,"('pickup', 'border'); ('pickup', 'houston')",,"('border', 'houston')"
268,"a group of approximately twenty individuals suspected of having entered the United States illegally near Laredo, Texas",1,1,2,1,0,2,"('laredo, texas', 'location')","('individuals', 'smuggled_items')","('individuals', 'person'); ('united states', 'location')","('individuals', 'laredo, texas')",,"('individuals', 'united states'); ('united states', 'laredo, texas')"
269,Several individuals admitted that they had just crossed the Rio Grande River and had entered the United States illegally,2,0,1,0,0,3,"('rio grande river', 'location'); ('united states', 'location')",,"('individuals', 'person')",,,"('individuals', 'rio grande river'); ('individuals', 'united states'); ('rio grande river', 'united states')"
270,"A Border Patrol van arrived to transport the detainees, but the lone van lacked the capacity to transport the entire group of sixteen",1,0,2,0,0,3,"('border patrol van', 'means_of_transportation')",,"('border patrol', 'organization'); ('detainees', 'person')",,,"('border patrol', 'border patrol van'); ('border patrol', 'detainees'); ('border patrol van', 'detainees')"
271,"It was suspected that one of the sixteen individuals was a brush guide and suspected that Defendant, specifically, was the brush guide for the group",1,0,1,0,0,1,"('defendant', 'person')",,"('sixteen individuals', 'person')",,,"('defendant', 'sixteen individuals')"
272,"The defendant was the only person in the group from Nuevo Laredo, and he was dressed differently than the other aliens",1,0,2,0,0,3,"('nuevo laredo', 'location')",,"('aliens', 'person'); ('defendant', 'person')",,,"('aliens', 'nuevo laredo'); ('defendant', 'aliens'); ('defendant', 'nuevo laredo')"
273,Defendant initially claimed that he had entered the United States with a relative and denied being the brush guide of the group,2,0,1,1,0,2,"('defendant', 'person'); ('united states', 'location')",,"('relative', 'person')","('defendant', 'united states')",,"('defendant', 'relative'); ('relative', 'united states')"
274,Defendant kept firearms in his house and was holding undocumented aliens against their will,2,1,2,2,0,4,"('defendant', 'person'); ('firearms', 'smuggled_items')","('undocumented aliens', 'smuggled_items')","('house', 'location'); ('undocumented aliens', 'person')","('defendant', 'firearms'); ('defendant', 'undocumented aliens')",,"('defendant', 'house'); ('firearms', 'house'); ('firearms', 'undocumented aliens'); ('undocumented aliens', 'house')"
275,There were aliens in one of the bedrooms,0,2,2,0,1,1,,"('aliens', 'smuggled_items'); ('bedroom', 'location')","('aliens', 'person'); ('bedrooms', 'location')",,"('aliens', 'bedroom')","('aliens', 'bedrooms')"
276,"At approximately 10:35 pm, a black 18-wheeler tractor truck hauling a white trailer pulled up to the checkpoint, followed immediately by a black Chevrolet Tahoe",1,2,3,0,2,6,"('white trailer', 'means_of_transportation')","('18-wheeler tractor truck', 'means_of_transportation'); ('chevrolet tahoe', 'means_of_transportation')","('black 18-wheeler tractor truck', 'means_of_transportation'); ('black chevrolet tahoe', 'means_of_transportation'); ('checkpoint', 'location')",,"('18-wheeler tractor truck', 'chevrolet tahoe'); ('18-wheeler tractor truck', 'white trailer')","('black 18-wheeler tractor truck', 'black chevrolet tahoe'); ('black 18-wheeler tractor truck', 'checkpoint'); ('black 18-wheeler tractor truck', 'white trailer'); ('black chevrolet tahoe', 'checkpoint'); ('white trailer', 'black chevrolet tahoe'); ('white trailer', 'checkpoint')"
277,"The tractor, the trailer, and the Tahoe all had Florida license plates",4,0,0,3,0,3,"('florida', 'location'); ('tahoe', 'means_of_transportation'); ('tractor', 'means_of_transportation'); ('trailer', 'means_of_transportation')",,,"('tahoe', 'florida'); ('tractor', 'florida'); ('trailer', 'florida')",,"('tractor', 'tahoe'); ('tractor', 'trailer'); ('trailer', 'tahoe')"
278,"The words ""Iron Horse Logistics, Inc."" appeared on the side of the tractor",2,0,0,1,0,0,"('iron horse logistics, inc.', 'organization'); ('tractor', 'means_of_transportation')",,,"('iron horse logistics, inc.', 'tractor')",,
279,"the Tahoe, which was occupied only by Jimenez-Elvirez",2,0,0,0,1,1,"('jimenez-elvirez', 'person'); ('tahoe', 'means_of_transportation')",,,,"('jimenez-elvirez', 'tahoe')","('tahoe', 'jimenez-elvirez')"
280,"a vehicle bearing Florida plate had been used to smuggle 17 illegal aliens through a checkpoint near Laredo, Texas in July 2015",2,1,3,3,0,4,"('laredo, texas', 'location'); ('vehicle', 'means_of_transportation')","('illegal aliens', 'smuggled_items')","('checkpoint', 'location'); ('florida', 'location'); ('illegal aliens', 'person')","('illegal aliens', 'laredo, texas'); ('vehicle', 'illegal aliens'); ('vehicle', 'laredo, texas')",,"('checkpoint', 'laredo, texas'); ('illegal aliens', 'checkpoint'); ('vehicle', 'checkpoint'); ('vehicle', 'florida')"
281,the Florida plate belonged to a trailer co-owned by Gallo and Iron Horse Logistics,4,0,0,2,2,4,"('florida', 'location'); ('gallo', 'person'); ('iron horse logistics', 'organization'); ('trailer', 'means_of_transportation')",,,"('gallo', 'iron horse logistics'); ('trailer', 'florida')","('gallo', 'trailer'); ('iron horse logistics', 'trailer')","('gallo', 'florida'); ('iron horse logistics', 'florida'); ('trailer', 'gallo'); ('trailer', 'iron horse logistics')"
282,the Tahoe was following roughly five feet behind the tractor-trailer,2,0,0,1,0,0,"('tahoe', 'means_of_transportation'); ('tractor-trailer', 'means_of_transportation')",,,"('tahoe', 'tractor-trailer')",,
283,"The Tahoe did not attempt to pass the tractor-trailer, despite the absence of oncoming traffic",2,0,0,1,0,0,"('tahoe', 'means_of_transportation'); ('tractor-trailer', 'means_of_transportation')",,,"('tahoe', 'tractor-trailer')",,
284,"When riding in tandem, a lead or load vehicle will often contain contraband or aliens, while the driver of the rear or scout vehicle will seek to draw law enforcement attention away from the load vehicle",1,5,4,0,4,5,"('contraband', 'smuggled_items')","('aliens', 'smuggled_items'); ('lead vehicle', 'means_of_transportation'); ('load vehicle', 'means_of_transportation'); ('rear vehicle', 'means_of_transportation'); ('scout vehicle', 'means_of_transportation')","('aliens', 'person'); ('law enforcement', 'organization'); ('lead or load vehicle', 'means_of_transportation'); ('rear or scout vehicle', 'means_of_transportation')",,"('lead vehicle', 'aliens'); ('lead vehicle', 'contraband'); ('rear vehicle', 'lead vehicle'); ('scout vehicle', 'load vehicle')","('lead or load vehicle', 'aliens'); ('lead or load vehicle', 'contraband'); ('lead or load vehicle', 'law enforcement'); ('lead or load vehicle', 'rear or scout vehicle'); ('rear or scout vehicle', 'law enforcement')"
285,Inside the trailer were 27 undocumented aliens,1,1,1,1,0,0,"('trailer', 'means_of_transportation')","('undocumented aliens', 'smuggled_items')","('undocumented aliens', 'person')","('trailer', 'undocumented aliens')",,
286,"five of the people found inside the trailer—Sergio Maya, Raquel Perez-Lopez, Ana Garduza-Lazaro, Alejandra Balderas-Lopez, and Basilia Maldonado-Aguilar—were Mexican or Guatemalan citizens and were in the United States illegally",9,0,0,15,0,5,"('alejandra balderas-lopez', 'person'); ('ana garduza-lazaro', 'person'); ('basilia maldonado-aguilar', 'person'); ('guatemala', 'location'); ('mexico', 'location'); ('raquel perez-lopez', 'person'); ('sergio maya', 'person'); ('trailer', 'means_of_transportation'); ('united states', 'location')",,,"('alejandra balderas-lopez', 'guatemala'); ('alejandra balderas-lopez', 'trailer'); ('alejandra balderas-lopez', 'united states'); ('ana garduza-lazaro', 'mexico'); ('ana garduza-lazaro', 'trailer'); ('ana garduza-lazaro', 'united states'); ('basilia maldonado-aguilar', 'mexico'); ('basilia maldonado-aguilar', 'trailer'); ('basilia maldonado-aguilar', 'united states'); ('raquel perez-lopez', 'guatemala'); ('raquel perez-lopez', 'trailer'); ('raquel perez-lopez', 'united states'); ('sergio maya', 'mexico'); ('sergio maya', 'trailer'); ('sergio maya', 'united states')",,"('alejandra balderas-lopez', 'mexico'); ('ana garduza-lazaro', 'guatemala'); ('basilia maldonado-aguilar', 'guatemala'); ('raquel perez-lopez', 'mexico'); ('sergio maya', 'guatemala')"
287,"Maya, Garduza-Lazaro, and Maldonado-Aguilar or their families had paid between $1,200 and $2,000 in Mexico for their transportation into and through the United States",5,0,0,6,0,4,"('garduza-lazaro', 'person'); ('maldonado-aguilar', 'person'); ('maya', 'person'); ('mexico', 'location'); ('united states', 'location')",,,"('garduza-lazaro', 'mexico'); ('garduza-lazaro', 'united states'); ('maldonado-aguilar', 'mexico'); ('maldonado-aguilar', 'united states'); ('maya', 'mexico'); ('maya', 'united states')",,"('garduza-lazaro', 'maldonado-aguilar'); ('maya', 'garduza-lazaro'); ('maya', 'maldonado-aguilar'); ('mexico', 'united states')"
288,it was too dark to discern the identity of anyone present at the time they entered the trailer other than the driver of the tractor truck,2,0,1,1,0,2,"('driver', 'person'); ('tractor truck', 'means_of_transportation')",,"('trailer', 'means_of_transportation')","('driver', 'tractor truck')",,"('driver', 'trailer'); ('tractor truck', 'trailer')"
289,"Jimenez-Elvirez was arrested on June 30, 2015, for illegally transporting 17 aliens near Laredo, Texas",2,1,1,3,0,0,"('jimenez-elvirez', 'person'); ('laredo, texas', 'location')","('aliens', 'smuggled_items')","('aliens', 'person')","('aliens', 'laredo, texas'); ('jimenez-elvirez', 'aliens'); ('jimenez-elvirez', 'laredo, texas')",,
290,"Jimenez Elvirez had transported the aliens in the same black tractor-trailer belonging to Iron Horse Logistics and registered to Gallo, which Gallo was driving through the Freer checkpoint on October 7",4,0,2,2,4,7,"('black tractor-trailer', 'means_of_transportation'); ('gallo', 'person'); ('iron horse logistics', 'organization'); ('jimenez elvirez', 'person')",,"('aliens', 'person'); ('freer checkpoint', 'location')","('jimenez elvirez', 'black tractor-trailer'); ('jimenez elvirez', 'gallo')","('gallo', 'black tractor-trailer'); ('gallo', 'iron horse logistics'); ('iron horse logistics', 'black tractor-trailer'); ('jimenez elvirez', 'iron horse logistics')","('aliens', 'black tractor-trailer'); ('black tractor-trailer', 'freer checkpoint'); ('black tractor-trailer', 'gallo'); ('black tractor-trailer', 'iron horse logistics'); ('gallo', 'freer checkpoint'); ('iron horse logistics', 'gallo'); ('jimenez elvirez', 'aliens')"
291,"Movant and his co-defendants stole a group of undocumented aliens at gunpoint from another alien smuggling organization, transported them to another stash house, extorted money from their families, threatened the aliens with guns, and physically abused them",3,1,4,5,0,10,"('alien smuggling organization', 'organization'); ('movant', 'person'); ('stash house', 'location')","('undocumented aliens', 'smuggled_items')","('co-defendants', 'person'); ('families', 'person'); ('guns', 'smuggled_items'); ('undocumented aliens', 'person')","('movant', 'alien smuggling organization'); ('movant', 'stash house'); ('movant', 'undocumented aliens'); ('undocumented aliens', 'alien smuggling organization'); ('undocumented aliens', 'stash house')",,"('co-defendants', 'alien smuggling organization'); ('co-defendants', 'families'); ('co-defendants', 'guns'); ('co-defendants', 'stash house'); ('co-defendants', 'undocumented aliens'); ('movant', 'co-defendants'); ('movant', 'families'); ('movant', 'guns'); ('undocumented aliens', 'families'); ('undocumented aliens', 'guns')"
292,"On February 9, 2012, defendant was arrested driving a white Chevrolet pickup near Falfurrias, Texas with thirteen undocumented aliens",3,1,1,4,1,2,"('defendant', 'person'); ('falfurrias, texas', 'location'); ('white chevrolet pickup', 'means_of_transportation')","('undocumented aliens', 'smuggled_items')","('undocumented aliens', 'person')","('defendant', 'falfurrias, texas'); ('defendant', 'undocumented aliens'); ('defendant', 'white chevrolet pickup'); ('white chevrolet pickup', 'falfurrias, texas')","('undocumented aliens', 'falfurrias, texas')","('falfurrias, texas', 'undocumented aliens'); ('white chevrolet pickup', 'undocumented aliens')"
